GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,ID_CLIENT
Строительство,Рабочий,Участие в основ. деятельности,12.0,106816561
Образование,Специалист,Участие в основ. деятельности,120.0,106816562
,,,,106816563
Торговля,Рабочий,Участие в основ. деятельности,6.0,106816564
Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,24.0,106816565
Торговля,Специалист,"Бухгалтерия, финансы, планир.",36.0,106816566
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106816567
Торговля,Специалист,Участие в основ. деятельности,36.0,106816568
Здравоохранение,Рабочий,Участие в основ. деятельности,60.0,106816569
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,108.0,106816570
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,120.0,106816571
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106816572
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,18.0,106816573
Здравоохранение,Специалист,Участие в основ. деятельности,144.0,106816574
Другие сферы,Специалист,Участие в основ. деятельности,48.0,106816575
Государственная служба,Специалист,Участие в основ. деятельности,24.0,106816576
Здравоохранение,Специалист,Участие в основ. деятельности,46.0,106816577
Наука,Руководитель среднего звена,Участие в основ. деятельности,156.0,106816578
Транспорт,Руководитель высшего звена,Участие в основ. деятельности,72.0,106816579
Здравоохранение,Специалист,Участие в основ. деятельности,324.0,106816580
Здравоохранение,Рабочий,Участие в основ. деятельности,360.0,106816581
Другие сферы,Специалист,Участие в основ. деятельности,360.0,106816582
Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,11.0,106816583
Торговля,Рабочий,Участие в основ. деятельности,36.0,106816584
Строительство,Специалист,Участие в основ. деятельности,12.0,106816585
Государственная служба,Служащий,Вспомогательный техперсонал,6.0,106816586
Образование,Специалист,"Бухгалтерия, финансы, планир.",240.0,106816587
Образование,Руководитель высшего звена,Участие в основ. деятельности,252.0,106816588
Здравоохранение,Рабочий,Участие в основ. деятельности,170.0,106816589
Наука,Служащий,Участие в основ. деятельности,48.0,106816590
Наука,Специалист,Участие в основ. деятельности,228.0,106816591
СМИ/Реклама/PR-агенства,Рабочий,Участие в основ. деятельности,336.0,106816592
Торговля,Работник сферы услуг,Вспомогательный техперсонал,96.0,106816593
Металлургия/Промышленность/Машиностроение,Специалист,Вспомогательный техперсонал,24.0,106816594
Образование,Служащий,Служба безопасности,24.0,106816595
Ресторанный бизнес/Общественное питание,Руководитель среднего звена,Участие в основ. деятельности,66.0,106816596
,,,,106816597
Салоны красоты и здоровья,Высококвалифиц. специалист,Участие в основ. деятельности,9.0,106816598
Образование,Рабочий,Участие в основ. деятельности,96.0,106816599
Строительство,Специалист,Участие в основ. деятельности,36.0,106816600
Наука,Специалист,Участие в основ. деятельности,48.0,106816601
Транспорт,Специалист,Участие в основ. деятельности,72.0,106816602
Здравоохранение,Специалист,Участие в основ. деятельности,420.0,106816603
Государственная служба,Специалист,Участие в основ. деятельности,116.0,106816604
Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,36.0,106816605
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,78.0,106816606
Строительство,Работник сферы услуг,Адм-хоз. и трансп. службы,8.0,106816607
Сельское хозяйство,Работник сферы услуг,Адм-хоз. и трансп. службы,120.0,106816608
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,228.0,106816609
Другие сферы,Специалист,Участие в основ. деятельности,57.0,106816610
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,12.0,106816611
Образование,Специалист,Участие в основ. деятельности,240.0,106816612
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,72.0,106816613
Другие сферы,Специалист,Участие в основ. деятельности,68.0,106816614
Государственная служба,Работник сферы услуг,Участие в основ. деятельности,84.0,106816615
Транспорт,Рабочий,Участие в основ. деятельности,18.0,106816616
Торговля,Рабочий,Вспомогательный техперсонал,36.0,106816617
Здравоохранение,Специалист,Участие в основ. деятельности,420.0,106816618
Торговля,Специалист,Участие в основ. деятельности,70.0,106816619
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106816620
Государственная служба,Специалист,Участие в основ. деятельности,300.0,106816621
Транспорт,Специалист,"Бухгалтерия, финансы, планир.",12.0,106816622
Торговля,Рабочий,Участие в основ. деятельности,24.0,106816623
Сельское хозяйство,Специалист,Участие в основ. деятельности,180.0,106816624
Развлечения/Искусство,Руководитель среднего звена,Вспомогательный техперсонал,36.0,106816625
Другие сферы,Рабочий,Участие в основ. деятельности,6.0,106816626
Другие сферы,Специалист,Участие в основ. деятельности,132.0,106816627
Государственная служба,Специалист,Участие в основ. деятельности,60.0,106816628
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,60.0,106816629
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,9.0,106816630
Торговля,Специалист,Участие в основ. деятельности,36.0,106816631
Торговля,Служащий,Участие в основ. деятельности,120.0,106816632
Сельское хозяйство,Специалист,Участие в основ. деятельности,52.0,106816633
Торговля,Специалист,Участие в основ. деятельности,60.0,106816634
,,,,106816635
Строительство,Специалист,Участие в основ. деятельности,84.0,106816636
Торговля,Работник сферы услуг,Участие в основ. деятельности,20.0,106816637
Строительство,Высококвалифиц. специалист,Участие в основ. деятельности,8.0,106816638
Торговля,Руководитель среднего звена,Участие в основ. деятельности,51.0,106816639
Торговля,Специалист,Участие в основ. деятельности,36.0,106816640
Торговля,Рабочий,Кадровая служба и секретариат,36.0,106816641
Транспорт,Специалист,Участие в основ. деятельности,72.0,106816642
Образование,Специалист,"Бухгалтерия, финансы, планир.",24.0,106816643
Сельское хозяйство,Рабочий,Участие в основ. деятельности,36.0,106816644
Образование,Специалист,Участие в основ. деятельности,300.0,106816645
Здравоохранение,Специалист,Участие в основ. деятельности,72.0,106816646
Сельское хозяйство,Рабочий,Служба безопасности,28.0,106816647
Другие сферы,Рабочий,Вспомогательный техперсонал,36.0,106816648
,,,,106816649
Строительство,Рабочий,Участие в основ. деятельности,72.0,106816650
Наука,Специалист,Участие в основ. деятельности,204.0,106816651
Образование,Специалист,Участие в основ. деятельности,60.0,106816652
Торговля,Специалист,Участие в основ. деятельности,193.0,106816653
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,276.0,106816654
Энергетика,Специалист,Участие в основ. деятельности,120.0,106816655
Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,84.0,106816656
Сельское хозяйство,Рабочий,Участие в основ. деятельности,35.0,106816657
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106816658
Наука,Специалист,Участие в основ. деятельности,48.0,106816659
Образование,Работник сферы услуг,Участие в основ. деятельности,144.0,106816660
,,,,106816661
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106816662
Здравоохранение,Служащий,Снабжение и сбыт,8.0,106816663
Строительство,Рабочий,Участие в основ. деятельности,12.0,106816664
Сборочные производства,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,106816665
,,,,106816666
Другие сферы,Специалист,Участие в основ. деятельности,96.0,106816667
Наука,Специалист,Участие в основ. деятельности,204.0,106816668
Наука,Руководитель высшего звена,Участие в основ. деятельности,360.0,106816669
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,45.0,106816670
Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,200.0,106816671
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,36.0,106816672
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,264.0,106816673
Другие сферы,Специалист,Участие в основ. деятельности,108.0,106816674
Государственная служба,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",276.0,106816675
Наука,Руководитель среднего звена,Участие в основ. деятельности,156.0,106816676
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,48.0,106816677
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,108.0,106816678
Металлургия/Промышленность/Машиностроение,Руководитель высшего звена,Участие в основ. деятельности,36.0,106816679
Строительство,Рабочий,Участие в основ. деятельности,60.0,106816680
Образование,Специалист,Участие в основ. деятельности,24.0,106816681
Металлургия/Промышленность/Машиностроение,Специалист,Вспомогательный техперсонал,26.0,106816682
Торговля,Рабочий,Участие в основ. деятельности,6.0,106816683
Здравоохранение,Специалист,Участие в основ. деятельности,78.0,106816684
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106816685
Транспорт,Специалист,Участие в основ. деятельности,40.0,106816686
Сборочные производства,Рабочий,Участие в основ. деятельности,228.0,106816687
,,,,106816688
Другие сферы,Руководитель среднего звена,Адм-хоз. и трансп. службы,72.0,106816689
Транспорт,Специалист,Участие в основ. деятельности,18.0,106816690
Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106816691
Здравоохранение,Специалист,Участие в основ. деятельности,279.0,106816692
Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,36.0,106816693
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,108.0,106816694
Строительство,Служащий,Участие в основ. деятельности,6.0,106816695
Образование,Специалист,Участие в основ. деятельности,72.0,106816696
Здравоохранение,Специалист,Вспомогательный техперсонал,60.0,106816697
Торговля,Работник сферы услуг,Адм-хоз. и трансп. службы,12.0,106816698
Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,204.0,106816699
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,60.0,106816700
,,,,106816701
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,78.0,106816702
Здравоохранение,Специалист,Участие в основ. деятельности,180.0,106816703
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106816704
Образование,Руководитель высшего звена,Участие в основ. деятельности,204.0,106816705
Нефтегазовая промышленность,Рабочий,Участие в основ. деятельности,144.0,106816706
ЧОП/Детективная д-ть,Служащий,Участие в основ. деятельности,60.0,106816707
Государственная служба,Специалист,Юридическая служба,12.0,106816708
Образование,Специалист,Участие в основ. деятельности,52.0,106816709
Здравоохранение,Служащий,Участие в основ. деятельности,460.0,106816710
Транспорт,Специалист,Участие в основ. деятельности,72.0,106816711
Здравоохранение,Служащий,Участие в основ. деятельности,6.0,106816712
,,,,106816713
Наука,Специалист,Участие в основ. деятельности,133.0,106816714
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,204.0,106816715
Торговля,Служащий,Вспомогательный техперсонал,30.0,106816716
Другие сферы,Рабочий,Участие в основ. деятельности,48.0,106816717
Транспорт,Служащий,"Бухгалтерия, финансы, планир.",228.0,106816718
Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,24.0,106816719
Здравоохранение,Рабочий,Вспомогательный техперсонал,24.0,106816720
Образование,Специалист,Участие в основ. деятельности,36.0,106816721
Государственная служба,Специалист,Участие в основ. деятельности,48.0,106816722
Наука,Руководитель среднего звена,Участие в основ. деятельности,348.0,106816723
,,,,106816724
Развлечения/Искусство,Рабочий,Участие в основ. деятельности,6.0,106816725
Торговля,Высококвалифиц. специалист,Снабжение и сбыт,180.0,106816726
Торговля,Рабочий,Участие в основ. деятельности,144.0,106816727
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,84.0,106816728
Здравоохранение,Рабочий,Участие в основ. деятельности,240.0,106816729
,,,,106816730
Торговля,Специалист,Участие в основ. деятельности,36.0,106816731
Транспорт,Специалист,Участие в основ. деятельности,24.0,106816732
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,48.0,106816733
Другие сферы,Специалист,Участие в основ. деятельности,84.0,106816734
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,24.0,106816735
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,48.0,106816736
Ресторанный бизнес/Общественное питание,Специалист,Вспомогательный техперсонал,168.0,106816737
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,240.0,106816738
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,6.0,106816739
Торговля,Индивидуальный предприниматель,Снабжение и сбыт,132.0,106816740
Здравоохранение,Высококвалифиц. специалист,Участие в основ. деятельности,240.0,106816741
Здравоохранение,Рабочий,Участие в основ. деятельности,24.0,106816742
Торговля,Специалист,Участие в основ. деятельности,36.0,106816743
Другие сферы,Специалист,Участие в основ. деятельности,132.0,106816744
,,,,106816745
Информационные технологии,Работник сферы услуг,Участие в основ. деятельности,36.0,106816746
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106816747
Торговля,Специалист,Участие в основ. деятельности,12.0,106816748
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,156.0,106816749
Другие сферы,Специалист,"Бухгалтерия, финансы, планир.",126.0,106816750
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,48.0,106816751
Торговля,Специалист,Участие в основ. деятельности,28.0,106816752
Торговля,Руководитель низшего звена,Участие в основ. деятельности,300.0,106816753
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,12.0,106816754
Другие сферы,Рабочий,Участие в основ. деятельности,36.0,106816755
Здравоохранение,Специалист,Участие в основ. деятельности,72.0,106816756
Банк/Финансы,Специалист,Участие в основ. деятельности,336.0,106816757
Другие сферы,Специалист,Участие в основ. деятельности,36.0,106816758
Здравоохранение,Специалист,Участие в основ. деятельности,180.0,106816759
Развлечения/Искусство,Специалист,Участие в основ. деятельности,12.0,106816760
Государственная служба,Служащий,Участие в основ. деятельности,36.0,106816761
,,,,106816762
,,,,106816763
Другие сферы,Рабочий,Участие в основ. деятельности,4.0,106816764
Другие сферы,Специалист,Участие в основ. деятельности,240.0,106816765
Государственная служба,Специалист,Участие в основ. деятельности,240.0,106816766
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,18.0,106816767
Другие сферы,Специалист,Участие в основ. деятельности,96.0,106816768
Здравоохранение,Специалист,Участие в основ. деятельности,145.0,106816769
Государственная служба,Рабочий,Участие в основ. деятельности,36.0,106816770
,,,,106816771
Торговля,Руководитель высшего звена,Участие в основ. деятельности,12.0,106816772
,,,,106816773
Торговля,Рабочий,Участие в основ. деятельности,26.0,106816774
,,,,106816775
Наука,Специалист,Участие в основ. деятельности,204.0,106816776
Юридические услуги/нотариальные услуги,Служащий,Служба безопасности,240.0,106816777
Торговля,Работник сферы услуг,Участие в основ. деятельности,5.0,106816778
Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,60.0,106816779
Металлургия/Промышленность/Машиностроение,Специалист,Пр-техн. обесп. и телеком.,60.0,106816780
Торговля,Служащий,Участие в основ. деятельности,24.0,106816781
Транспорт,Специалист,Участие в основ. деятельности,120.0,106816782
Транспорт,Специалист,Участие в основ. деятельности,24.0,106816783
Образование,Работник сферы услуг,Вспомогательный техперсонал,84.0,106816784
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,108.0,106816785
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,36.0,106816786
Банк/Финансы,Руководитель среднего звена,Участие в основ. деятельности,24.0,106816787
,,,,106816788
,,,,106816789
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106816790
Здравоохранение,Специалист,Участие в основ. деятельности,120.0,106816791
Государственная служба,Служащий,Участие в основ. деятельности,36.0,106816792
Наука,Специалист,Вспомогательный техперсонал,102.0,106816793
Сборочные производства,Специалист,Участие в основ. деятельности,96.0,106816794
Торговля,Специалист,Участие в основ. деятельности,12.0,106816795
Другие сферы,Служащий,Участие в основ. деятельности,144.0,106816796
Государственная служба,Служащий,Участие в основ. деятельности,36.0,106816797
Строительство,Работник сферы услуг,Адм-хоз. и трансп. службы,12.0,106816798
Сельское хозяйство,Руководитель среднего звена,Участие в основ. деятельности,60.0,106816799
Образование,Рабочий,Вспомогательный техперсонал,150.0,106816800
Торговля,Рабочий,Участие в основ. деятельности,108.0,106816801
Образование,Руководитель среднего звена,Кадровая служба и секретариат,24.0,106816802
Сельское хозяйство,Рабочий,Участие в основ. деятельности,60.0,106816803
Торговля,Рабочий,Участие в основ. деятельности,31.0,106816804
Торговля,Служащий,Участие в основ. деятельности,120.0,106816805
Строительство,Специалист,Участие в основ. деятельности,300.0,106816806
Здравоохранение,Специалист,Участие в основ. деятельности,18.0,106816807
Образование,Рабочий,Участие в основ. деятельности,192.0,106816808
Торговля,Специалист,Участие в основ. деятельности,72.0,106816809
Сборочные производства,Руководитель среднего звена,Участие в основ. деятельности,384.0,106816810
Другие сферы,Рабочий,Участие в основ. деятельности,192.0,106816811
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,38.0,106816812
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,120.0,106816813
Образование,Специалист,Участие в основ. деятельности,48.0,106816814
Коммунальное хоз-во/Дорожные службы,Работник сферы услуг,Вспомогательный техперсонал,21.0,106816815
,,,,106816816
Торговля,Руководитель высшего звена,"Бухгалтерия, финансы, планир.",72.0,106816817
Образование,Руководитель среднего звена,Участие в основ. деятельности,300.0,106816818
Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,67.0,106816819
Другие сферы,Специалист,Участие в основ. деятельности,84.0,106816820
Другие сферы,Специалист,Участие в основ. деятельности,6.0,106816821
Строительство,Специалист,Участие в основ. деятельности,6.0,106816822
Здравоохранение,Специалист,Участие в основ. деятельности,24.0,106816823
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,120.0,106816824
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,192.0,106816825
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,30.0,106816826
Торговля,Служащий,Участие в основ. деятельности,6.0,106816827
Торговля,Рабочий,Участие в основ. деятельности,288.0,106816828
Строительство,Специалист,Участие в основ. деятельности,50.0,106816829
Здравоохранение,Рабочий,Участие в основ. деятельности,18.0,106816830
,,,,106816831
,,,,106816832
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,162.0,106816833
Строительство,Руководитель среднего звена,Участие в основ. деятельности,36.0,106816834
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,120.0,106816835
,,,,106816836
Другие сферы,Рабочий,Участие в основ. деятельности,12.0,106816837
Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,48.0,106816838
Строительство,Специалист,Участие в основ. деятельности,120.0,106816839
Торговля,Специалист,Участие в основ. деятельности,24.0,106816840
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,36.0,106816841
ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,48.0,106816842
Торговля,Руководитель среднего звена,Участие в основ. деятельности,36.0,106816843
Государственная служба,Служащий,Участие в основ. деятельности,13.0,106816844
Здравоохранение,Специалист,Участие в основ. деятельности,180.0,106816845
Торговля,Работник сферы услуг,Участие в основ. деятельности,6.0,106816846
СМИ/Реклама/PR-агенства,Специалист,Участие в основ. деятельности,240.0,106816847
Другие сферы,Специалист,Участие в основ. деятельности,288.0,106816848
Транспорт,Специалист,Участие в основ. деятельности,120.0,106816849
Другие сферы,Специалист,Пр-техн. обесп. и телеком.,132.0,106816850
,,,,106816851
Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106816852
Сборочные производства,Специалист,"Бухгалтерия, финансы, планир.",4.0,106816853
,,,,106816854
Торговля,Рабочий,Участие в основ. деятельности,12.0,106816855
Торговля,Руководитель среднего звена,Адм-хоз. и трансп. службы,48.0,106816856
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,240.0,106816857
Торговля,Высококвалифиц. специалист,Участие в основ. деятельности,14.0,106816858
Государственная служба,Служащий,Вспомогательный техперсонал,24.0,106816859
Сельское хозяйство,Рабочий,Участие в основ. деятельности,16.0,106816860
Торговля,Другое,Участие в основ. деятельности,288.0,106816861
,,,,106816862
Другие сферы,Работник сферы услуг,Вспомогательный техперсонал,48.0,106816863
Торговля,Работник сферы услуг,Снабжение и сбыт,36.0,106816864
Сборочные производства,Специалист,Участие в основ. деятельности,8.0,106816865
,,,,106816866
Здравоохранение,Специалист,Участие в основ. деятельности,6.0,106816867
Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,6.0,106816868
Коммунальное хоз-во/Дорожные службы,Специалист,Участие в основ. деятельности,240.0,106816869
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,12.0,106816870
Развлечения/Искусство,Руководитель среднего звена,Участие в основ. деятельности,120.0,106816871
Торговля,Специалист,Участие в основ. деятельности,48.0,106816872
Строительство,Специалист,Участие в основ. деятельности,72.0,106816873
Образование,Специалист,Участие в основ. деятельности,84.0,106816874
Банк/Финансы,Специалист,"Бухгалтерия, финансы, планир.",18.0,106816875
Другие сферы,Специалист,Участие в основ. деятельности,72.0,106816876
Здравоохранение,Руководитель среднего звена,Участие в основ. деятельности,60.0,106816877
Другие сферы,Специалист,Участие в основ. деятельности,264.0,106816878
Торговля,Рабочий,Участие в основ. деятельности,8.0,106816879
Торговля,Руководитель среднего звена,Участие в основ. деятельности,89.0,106816880
Транспорт,Специалист,Участие в основ. деятельности,24.0,106816881
Другие сферы,Высококвалифиц. специалист,Участие в основ. деятельности,36.0,106816882
Сборочные производства,Специалист,Участие в основ. деятельности,40.0,106816883
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,72.0,106816884
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,19.0,106816885
Транспорт,Специалист,Участие в основ. деятельности,72.0,106816886
Сельское хозяйство,Специалист,Участие в основ. деятельности,72.0,106816887
Другие сферы,Специалист,Участие в основ. деятельности,120.0,106816888
Другие сферы,Специалист,Участие в основ. деятельности,12.0,106816889
Здравоохранение,Рабочий,Участие в основ. деятельности,192.0,106816890
Здравоохранение,Специалист,Вспомогательный техперсонал,6.0,106816891
Транспорт,Специалист,Участие в основ. деятельности,60.0,106816892
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,10.0,106816893
Другие сферы,Рабочий,Участие в основ. деятельности,4.0,106816894
Торговля,Специалист,Участие в основ. деятельности,120.0,106816895
Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,12.0,106816896
Сельское хозяйство,Рабочий,Вспомогательный техперсонал,38.0,106816897
,,,,106816898
Торговля,Специалист,Вспомогательный техперсонал,59.0,106816899
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,60.0,106816900
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,228.0,106816901
Здравоохранение,Специалист,Вспомогательный техперсонал,60.0,106816902
Здравоохранение,Специалист,Участие в основ. деятельности,216.0,106816903
Образование,Руководитель высшего звена,Участие в основ. деятельности,204.0,106816904
Другие сферы,Рабочий,Участие в основ. деятельности,180.0,106816905
Транспорт,Высококвалифиц. специалист,Участие в основ. деятельности,6.0,106816906
Юридические услуги/нотариальные услуги,Специалист,Участие в основ. деятельности,24.0,106816907
Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,8.0,106816908
Другие сферы,Специалист,Участие в основ. деятельности,192.0,106816909
Другие сферы,Специалист,Участие в основ. деятельности,60.0,106816910
Другие сферы,Специалист,Участие в основ. деятельности,144.0,106816911
Банк/Финансы,Специалист,"Бухгалтерия, финансы, планир.",24.0,106816912
Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,60.0,106816913
Сборочные производства,Рабочий,Участие в основ. деятельности,13.0,106816914
Сельское хозяйство,Специалист,Участие в основ. деятельности,12.0,106816915
Торговля,Рабочий,Участие в основ. деятельности,160.0,106816916
Транспорт,Специалист,Участие в основ. деятельности,24.0,106816917
Транспорт,Специалист,Кадровая служба и секретариат,72.0,106816918
,,,,106816919
Торговля,Партнер,Участие в основ. деятельности,8.0,106816920
Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,72.0,106816921
Торговля,Специалист,Участие в основ. деятельности,35.0,106816922
Другие сферы,Специалист,Участие в основ. деятельности,40.0,106816923
,,,,106816924
Транспорт,Специалист,Участие в основ. деятельности,40.0,106816925
Информационные услуги,Специалист,Участие в основ. деятельности,264.0,106816926
Развлечения/Искусство,Работник сферы услуг,Участие в основ. деятельности,7.0,106816927
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,156.0,106816928
Другие сферы,Рабочий,Вспомогательный техперсонал,48.0,106816929
Сельское хозяйство,Рабочий,Участие в основ. деятельности,10.0,106816930
Сборочные производства,Специалист,Участие в основ. деятельности,36.0,106816931
,,,,106816932
Торговля,Рабочий,Участие в основ. деятельности,108.0,106816933
Государственная служба,Служащий,Участие в основ. деятельности,108.0,106816934
Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,12.0,106816935
